A,B,Weight
2001,Beltran_Leyva,10
2003,Beltran_Leyva,5
2004,Beltran_Leyva,11
2005,Beltran_Leyva,49
2006,Beltran_Leyva,43
2007,Beltran_Leyva,48
2008,Beltran_Leyva,108
2009,Beltran_Leyva,157
2010,Beltran_Leyva,157
