A,B,Weight
2000,Juarez,7
2001,Juarez,11
2002,Juarez,15
2003,Juarez,17
2004,Juarez,18
2005,Juarez,35
2006,Juarez,29
2007,Juarez,42
2008,Juarez,49
2009,Juarez,59
2010,Juarez,74
