A,B,Weight
2000,Golfo,24
2001,Golfo,9
2002,Golfo,10
2003,Golfo,31
2004,Golfo,41
2005,Golfo,86
2006,Golfo,112
2007,Golfo,190
2008,Golfo,265
2009,Golfo,254
2010,Golfo,244
