A,B,Weight
1991,Sinaloa,3
1993,Sinaloa,12
1994,Sinaloa,2
1995,Sinaloa,7
1996,Sinaloa,3
1997,Sinaloa,10
1998,Sinaloa,10
1999,Sinaloa,2
