A,B,Weight
2000,Tijuana,12
2001,Tijuana,14
2002,Tijuana,17
2003,Tijuana,17
2004,Tijuana,15
2005,Tijuana,17
2006,Tijuana,31
2007,Tijuana,29
2008,Tijuana,28
2009,Tijuana,37
2010,Tijuana,39
