A,B,Weight
2001,Zetas,3
2002,Zetas,1
2003,Zetas,21
2004,Zetas,39
2005,Zetas,75
2006,Zetas,119
2007,Zetas,190
2008,Zetas,321
2009,Zetas,387
2010,Zetas,405
