A,B,Weight
2005_7,Beltran_Leyva,1
2005_7,Golfo,4
2005_7,Juarez,3
2005_7,Sinaloa,1
2005_7,Tijuana,1
2005_7,Zetas,6
2006_7,Golfo,2
2006_7,Juarez,4
2006_7,Sinaloa,2
2006_7,Tijuana,1
2006_7,Zetas,2
2007_7,Beltran_Leyva,1
2007_7,Golfo,4
2007_7,Juarez,2
2007_7,Sinaloa,3
2007_7,Tijuana,1
2007_7,Zetas,6
2008_7,Beltran_Leyva,1
2008_7,Golfo,15
2008_7,Sinaloa_Family,1
2008_7,Zetas,17
2008_7,Otros,1
2009_7,Beltran_Leyva,2
2009_7,Golfo,10
2009_7,Juarez,1
2009_7,Sinaloa,1
2009_7,Sinaloa_Family,1
2009_7,Zetas,21
2010_7,Beltran_Leyva,4
2010_7,Golfo,11
2010_7,Sinaloa_Family,1
2010_7,Zetas,21
2010_7,Otros,1
2000_8,Sinaloa,4
2001_8,Juarez,1
2001_8,Sinaloa,2
2001_8,Sinaloa_Family,2
2002_8,Juarez,4
2002_8,Tijuana,1
2003_8,Golfo,3
2003_8,Juarez,2
2003_8,Tijuana,1
2004_8,Beltran_Leyva,2
2004_8,Juarez,6
2004_8,Sinaloa,4
2004_8,Tijuana,1
2004_8,Zetas,1
2005_8,Beltran_Leyva,4
2005_8,Familia,3
2005_8,Golfo,6
2005_8,Juarez,6
2005_8,Sinaloa,5
2005_8,Zetas,5
2006_8,Beltran_Leyva,4
2006_8,Beltran_Leyva_Family,1
2006_8,Familia,2
2006_8,Golfo,3
2006_8,Juarez,5
2006_8,Sinaloa,9
2006_8,Sinaloa_Family,1
2006_8,Tijuana,6
2006_8,Zetas,2
2007_8,Beltran_Leyva,2
2007_8,Golfo,8
2007_8,Juarez,11
2007_8,Sinaloa,9
2007_8,Tijuana,4
2007_8,Zetas,8
2008_8,Beltran_Leyva,3
2008_8,Beltran_Leyva_Family,2
2008_8,Familia,4
2008_8,Golfo,3
2008_8,Juarez,27
2008_8,Sinaloa,15
2008_8,Sinaloa_Family,3
2008_8,Tijuana,5
2008_8,Zetas,6
2008_8,Otros,3
2009_8,Beltran_Leyva,2
2009_8,Beltran_Leyva_Family,1
2009_8,Familia,6
2009_8,Golfo,10
2009_8,Juarez,28
2009_8,Sinaloa,32
2009_8,Sinaloa_Family,3
2009_8,Tijuana,5
2009_8,Zetas,8
2009_8,Otros,2
2010_8,Beltran_Leyva,5
2010_8,Familia,7
2010_8,Golfo,7
2010_8,Juarez,28
2010_8,Sinaloa,34
2010_8,Sinaloa_Family,3
2010_8,Tijuana,2
2010_8,Zetas,8
2010_8,Otros,3
2000_9,Tijuana,1
2001_9,Sinaloa,1
2001_9,Tijuana,2
2001_9,Zetas,1
2004_9,Tijuana,1
2005_9,Beltran_Leyva,1
2005_9,Golfo,3
2005_9,Juarez,1
2005_9,Sinaloa,2
2005_9,Zetas,2
2006_9,Beltran_Leyva,2
2006_9,Familia,1
2006_9,Golfo,3
2006_9,Juarez,1
2006_9,Sinaloa,1
2006_9,Zetas,1
2007_9,Beltran_Leyva,1
2007_9,Familia,1
2007_9,Golfo,3
2007_9,Juarez,1
2007_9,Sinaloa,5
2007_9,Zetas,6
2008_9,Beltran_Leyva,8
2008_9,Familia,5
2008_9,Golfo,4
2008_9,Sinaloa,10
2008_9,Sinaloa_Family,4
2008_9,Zetas,3
2009_9,Beltran_Leyva,8
2009_9,Beltran_Leyva_Family,1
2009_9,Familia,3
2009_9,Golfo,2
2009_9,Sinaloa,7
2009_9,Sinaloa_Family,2
2009_9,Tijuana,2
2009_9,Zetas,4
2010_9,Beltran_Leyva,10
2010_9,Beltran_Leyva_Family,2
2010_9,Familia,6
2010_9,Golfo,5
2010_9,Juarez,2
2010_9,Sinaloa,4
2010_9,Sinaloa_Family,1
2010_9,Tijuana,2
2010_9,Zetas,1
2010_9,Otros,5
2001_10,Sinaloa,3
2002_10,Golfo,1
2002_10,Sinaloa,1
2003_10,Golfo,1
2003_10,Juarez,3
2004_10,Golfo,2
2004_10,Sinaloa,1
2004_10,Tijuana,1
2004_10,Zetas,3
2005_10,Beltran_Leyva,2
2005_10,Familia,1
2005_10,Golfo,1
2005_10,Sinaloa,3
2005_10,Zetas,2
2006_10,Beltran_Leyva,1
2006_10,Familia,1
2006_10,Golfo,2
2006_10,Juarez,1
2006_10,Sinaloa,2
2006_10,Zetas,2
2007_10,Golfo,1
2007_10,Juarez,5
2007_10,Sinaloa,6
2007_10,Tijuana,1
2007_10,Zetas,2
2007_10,Otros,1
2008_10,Beltran_Leyva,5
2008_10,Beltran_Leyva_Family,4
2008_10,Familia,4
2008_10,Golfo,6
2008_10,Juarez,2
2008_10,Sinaloa,9
2008_10,Sinaloa_Family,2
2008_10,Zetas,8
2009_10,Beltran_Leyva,1
2009_10,Beltran_Leyva_Family,1
2009_10,Familia,2
2009_10,Golfo,4
2009_10,Juarez,1
2009_10,Sinaloa,19
2009_10,Sinaloa_Family,3
2009_10,Tijuana,3
2009_10,Zetas,9
2009_10,Otros,1
2010_10,Beltran_Leyva,1
2010_10,Beltran_Leyva_Family,3
2010_10,Familia,2
2010_10,Golfo,5
2010_10,Juarez,4
2010_10,Sinaloa,20
2010_10,Sinaloa_Family,4
2010_10,Tijuana,1
2010_10,Zetas,11
2000_11,Sinaloa,2
2000_11,Tijuana,1
2001_11,Juarez,1
2002_11,Juarez,1
2003_11,Zetas,3
2004_11,Golfo,2
2004_11,Sinaloa,2
2005_11,Beltran_Leyva,2
2005_11,Familia,1
2005_11,Golfo,3
2005_11,Juarez,1
2005_11,Sinaloa,1
2005_11,Zetas,2
2006_11,Beltran_Leyva,1
2006_11,Familia,2
2006_11,Golfo,4
2006_11,Juarez,3
2006_11,Sinaloa,3
2006_11,Zetas,2
2007_11,Beltran_Leyva,2
2007_11,Familia,1
2007_11,Golfo,1
2007_11,Juarez,2
2007_11,Sinaloa,8
2007_11,Sinaloa_Family,1
2007_11,Zetas,4
2008_11,Familia,18
2008_11,Golfo,27
2008_11,Sinaloa,3
2008_11,Sinaloa_Family,1
2008_11,Zetas,15
2008_11,Otros,1
2009_11,Beltran_Leyva,1
2009_11,Familia,34
2009_11,Golfo,22
2009_11,Sinaloa,2
2009_11,Zetas,30
2009_11,Otros,1
2010_11,Familia,36
2010_11,Golfo,17
2010_11,Juarez,1
2010_11,Sinaloa,2
2010_11,Sinaloa_Family,2
2010_11,Tijuana,1
2010_11,Zetas,23
2000_12,Juarez,1
2000_12,Sinaloa,1
2001_12,Beltran_Leyva,2
2001_12,Sinaloa_Family,1
2002_12,Golfo,1
2002_12,Juarez,1
2002_12,Sinaloa,1
2002_12,Sinaloa_Family,1
2003_12,Juarez,1
2003_12,Sinaloa_Family,1
2003_12,Tijuana,1
2004_12,Golfo,1
2004_12,Juarez,1
2005_12,Beltran_Leyva,5
2005_12,Golfo,1
2005_12,Sinaloa,1
2005_12,Sinaloa_Family,6
2005_12,Zetas,3
2006_12,Beltran_Leyva,4
2006_12,Golfo,2
2006_12,Sinaloa,4
2006_12,Zetas,6
2007_12,Beltran_Leyva,1
2007_12,Beltran_Leyva_Family,1
2007_12,Familia,3
2007_12,Golfo,6
2007_12,Juarez,1
2007_12,Sinaloa,4
2007_12,Sinaloa_Family,2
2007_12,Tijuana,1
2007_12,Zetas,8
2007_12,Otros,1
2008_12,Beltran_Leyva,10
2008_12,Beltran_Leyva_Family,5
2008_12,Familia,4
2008_12,Golfo,2
2008_12,Juarez,3
2008_12,Sinaloa,10
2008_12,Sinaloa_Family,8
2008_12,Zetas,11
2008_12,Otros,3
2009_12,Beltran_Leyva,20
2009_12,Beltran_Leyva_Family,8
2009_12,Familia,14
2009_12,Golfo,3
2009_12,Sinaloa,3
2009_12,Sinaloa_Family,10
2009_12,Zetas,14
2009_12,Otros,3
2010_12,Beltran_Leyva,20
2010_12,Beltran_Leyva_Family,7
2010_12,Familia,13
2010_12,Golfo,4
2010_12,Juarez,3
2010_12,Sinaloa,7
2010_12,Sinaloa_Family,9
2010_12,Zetas,13
2001_13,Beltran_Leyva,1
2001_13,Sinaloa,1
2006_13,Golfo,1
2006_13,Zetas,2
2007_13,Golfo,3
2007_13,Zetas,5
2008_13,Beltran_Leyva,2
2008_13,Golfo,5
2008_13,Zetas,8
2009_13,Beltran_Leyva,1
2009_13,Golfo,6
2009_13,Sinaloa,1
2009_13,Zetas,12
2010_13,Beltran_Leyva,1
2010_13,Familia,1
2010_13,Golfo,2
2010_13,Sinaloa,1
2010_13,Zetas,13
2000_14,Sinaloa,2
2001_14,Sinaloa,3
2002_14,Sinaloa,2
2002_14,Tijuana,1
2003_14,Juarez,2
2003_14,Sinaloa,1
2003_14,Tijuana,2
2003_14,Zetas,1
2004_14,Beltran_Leyva,1
2004_14,Golfo,3
2004_14,Sinaloa,2
2004_14,Zetas,1
2005_14,Beltran_Leyva,3
2005_14,Familia,2
2005_14,Golfo,5
2005_14,Sinaloa,6
2005_14,Tijuana,1
2005_14,Zetas,6
2005_14,Otros,1
2006_14,Golfo,6
2006_14,Sinaloa,5
2006_14,Tijuana,1
2006_14,Zetas,7
2007_14,Beltran_Leyva,3
2007_14,Golfo,5
2007_14,Juarez,1
2007_14,Sinaloa,6
2007_14,Tijuana,2
2007_14,Zetas,4
2007_14,Otros,1
2008_14,Beltran_Leyva,5
2008_14,Beltran_Leyva_Family,1
2008_14,Golfo,5
2008_14,Juarez,1
2008_14,Sinaloa,11
2008_14,Tijuana,1
2008_14,Zetas,7
2009_14,Beltran_Leyva,2
2009_14,Beltran_Leyva_Family,1
2009_14,Familia,2
2009_14,Golfo,7
2009_14,Juarez,2
2009_14,Sinaloa,11
2009_14,Sinaloa_Family,1
2009_14,Tijuana,1
2009_14,Zetas,14
2009_14,Otros,2
2010_14,Beltran_Leyva,2
2010_14,Beltran_Leyva_Family,2
2010_14,Familia,13
2010_14,Golfo,13
2010_14,Juarez,1
2010_14,Sinaloa,16
2010_14,Sinaloa_Family,4
2010_14,Tijuana,1
2010_14,Zetas,16
2010_14,Otros,1
2000_15,Golfo,1
2000_15,Tijuana,2
2001_15,Beltran_Leyva,1
2001_15,Golfo,1
2001_15,Juarez,1
2001_15,Sinaloa,1
2001_15,Tijuana,1
2002_15,Tijuana,2
2003_15,Golfo,3
2003_15,Sinaloa,2
2003_15,Tijuana,1
2003_15,Zetas,1
2004_15,Golfo,3
2004_15,Sinaloa,8
2004_15,Tijuana,2
2004_15,Zetas,7
2004_15,Otros,1
2005_15,Beltran_Leyva,4
2005_15,Golfo,8
2005_15,Sinaloa,3
2005_15,Tijuana,4
2005_15,Zetas,2
2006_15,Beltran_Leyva,5
2006_15,Golfo,6
2006_15,Juarez,3
2006_15,Sinaloa,3
2006_15,Tijuana,4
2006_15,Zetas,1
2007_15,Beltran_Leyva,2
2007_15,Beltran_Leyva_Family,1
2007_15,Golfo,3
2007_15,Juarez,4
2007_15,Sinaloa,10
2007_15,Tijuana,6
2007_15,Zetas,4
2007_15,Otros,2
2008_15,Beltran_Leyva,15
2008_15,Beltran_Leyva_Family,1
2008_15,Familia,30
2008_15,Golfo,11
2008_15,Sinaloa,8
2008_15,Sinaloa_Family,2
2008_15,Tijuana,4
2008_15,Zetas,29
2008_15,Otros,7
2009_15,Beltran_Leyva,32
2009_15,Beltran_Leyva_Family,4
2009_15,Familia,32
2009_15,Golfo,3
2009_15,Juarez,3
2009_15,Sinaloa,9
2009_15,Sinaloa_Family,2
2009_15,Tijuana,2
2009_15,Zetas,34
2009_15,Otros,2
2010_15,Beltran_Leyva,23
2010_15,Beltran_Leyva_Family,6
2010_15,Familia,34
2010_15,Golfo,6
2010_15,Juarez,2
2010_15,Sinaloa,5
2010_15,Sinaloa_Family,4
2010_15,Tijuana,3
2010_15,Zetas,23
2010_15,Otros,6
2000_16,Golfo,1
2001_16,Beltran_Leyva,1
2001_16,Tijuana,1
2003_16,Tijuana,1
2004_16,Familia,3
2004_16,Golfo,5
2004_16,Zetas,3
2005_16,Beltran_Leyva,1
2005_16,Familia,3
2005_16,Golfo,16
2005_16,Juarez,3
2005_16,Sinaloa,3
2005_16,Zetas,6
2006_16,Beltran_Leyva,4
2006_16,Familia,32
2006_16,Golfo,19
2006_16,Juarez,1
2006_16,Sinaloa,8
2006_16,Tijuana,1
2006_16,Zetas,17
2006_16,Otros,1
2007_16,Beltran_Leyva,5
2007_16,Familia,18
2007_16,Golfo,21
2007_16,Juarez,2
2007_16,Sinaloa,6
2007_16,Tijuana,1
2007_16,Zetas,22
2008_16,Beltran_Leyva,4
2008_16,Familia,27
2008_16,Golfo,21
2008_16,Juarez,2
2008_16,Sinaloa,3
2008_16,Sinaloa_Family,4
2008_16,Tijuana,3
2008_16,Zetas,28
2008_16,Otros,1
2009_16,Beltran_Leyva,1
2009_16,Beltran_Leyva_Family,3
2009_16,Familia,68
2009_16,Golfo,10
2009_16,Juarez,1
2009_16,Sinaloa,4
2009_16,Sinaloa_Family,3
2009_16,Tijuana,3
2009_16,Zetas,24
2009_16,Otros,4
2010_16,Beltran_Leyva,4
2010_16,Beltran_Leyva_Family,2
2010_16,Familia,69
2010_16,Golfo,9
2010_16,Juarez,1
2010_16,Sinaloa,3
2010_16,Sinaloa_Family,4
2010_16,Tijuana,3
2010_16,Zetas,20
2010_16,Otros,5
2000_17,Sinaloa,1
2002_17,Sinaloa,1
2003_17,Beltran_Leyva,1
2004_17,Juarez,1
2005_17,Familia,1
2005_17,Sinaloa,3
2005_17,Zetas,1
2006_17,Golfo,3
2006_17,Zetas,1
2007_17,Beltran_Leyva,3
2007_17,Golfo,4
2007_17,Sinaloa,2
2007_17,Tijuana,1
2007_17,Zetas,2
2008_17,Beltran_Leyva,10
2008_17,Beltran_Leyva_Family,3
2008_17,Golfo,3
2008_17,Sinaloa,5
2008_17,Zetas,3
2008_17,Otros,1
2009_17,Beltran_Leyva,21
2009_17,Beltran_Leyva_Family,13
2009_17,Familia,2
2009_17,Juarez,2
2009_17,Sinaloa,1
2009_17,Sinaloa_Family,1
2009_17,Zetas,2
2009_17,Otros,1
2010_17,Beltran_Leyva,21
2010_17,Beltran_Leyva_Family,14
2010_17,Familia,7
2010_17,Golfo,2
2010_17,Juarez,1
2010_17,Sinaloa,3
2010_17,Sinaloa_Family,9
2010_17,Zetas,3
2010_17,Otros,6
2003_18,Sinaloa,1
2004_18,Sinaloa,1
2005_18,Familia,1
2005_18,Sinaloa,2
2006_18,Juarez,1
2006_18,Sinaloa,1
2006_18,Zetas,1
2007_18,Zetas,1
2008_18,Beltran_Leyva,1
2008_18,Beltran_Leyva_Family,1
2008_18,Familia,1
2008_18,Sinaloa,1
2008_18,Zetas,1
2009_18,Beltran_Leyva,1
2009_18,Beltran_Leyva_Family,1
2009_18,Familia,1
2009_18,Sinaloa,1
2009_18,Zetas,2
2009_18,Otros,1
2010_18,Beltran_Leyva,1
2010_18,Beltran_Leyva_Family,2
2010_18,Sinaloa,3
2010_18,Sinaloa_Family,1
2010_18,Zetas,2
2000_19,Golfo,2
2000_19,Sinaloa,1
2001_19,Beltran_Leyva,1
2001_19,Golfo,1
2001_19,Juarez,1
2001_19,Sinaloa,2
2001_19,Tijuana,1
2002_19,Golfo,1
2002_19,Tijuana,1
2003_19,Golfo,2
2003_19,Sinaloa,1
2003_19,Tijuana,1
2003_19,Zetas,4
2004_19,Beltran_Leyva,3
2004_19,Golfo,3
2004_19,Juarez,1
2004_19,Sinaloa,4
2004_19,Tijuana,1
2004_19,Zetas,5
2005_19,Beltran_Leyva,2
2005_19,Familia,2
2005_19,Golfo,7
2005_19,Juarez,2
2005_19,Sinaloa,6
2005_19,Zetas,6
2006_19,Beltran_Leyva,7
2006_19,Beltran_Leyva_Family,5
2006_19,Golfo,13
2006_19,Juarez,3
2006_19,Sinaloa,5
2006_19,Zetas,15
2006_19,Otros,1
2007_19,Beltran_Leyva,8
2007_19,Beltran_Leyva_Family,6
2007_19,Familia,1
2007_19,Golfo,29
2007_19,Sinaloa,7
2007_19,Sinaloa_Family,1
2007_19,Tijuana,1
2007_19,Zetas,25
2008_19,Beltran_Leyva,5
2008_19,Beltran_Leyva_Family,2
2008_19,Familia,3
2008_19,Golfo,20
2008_19,Juarez,1
2008_19,Sinaloa,10
2008_19,Sinaloa_Family,2
2008_19,Tijuana,1
2008_19,Zetas,20
2009_19,Beltran_Leyva,9
2009_19,Beltran_Leyva_Family,7
2009_19,Golfo,31
2009_19,Juarez,2
2009_19,Sinaloa,4
2009_19,Tijuana,1
2009_19,Zetas,34
2009_19,Otros,3
2010_19,Beltran_Leyva,7
2010_19,Beltran_Leyva_Family,3
2010_19,Familia,3
2010_19,Golfo,35
2010_19,Juarez,2
2010_19,Sinaloa,8
2010_19,Sinaloa_Family,1
2010_19,Tijuana,1
2010_19,Zetas,46
2010_19,Otros,3
2000_20,Sinaloa,1
2004_20,Golfo,1
2005_20,Golfo,2
2005_20,Zetas,1
2006_20,Golfo,1
2006_20,Sinaloa,1
2006_20,Zetas,4
2007_20,Beltran_Leyva,1
2007_20,Golfo,5
2007_20,Sinaloa,1
2007_20,Zetas,5
2007_20,Otros,1
2008_20,Beltran_Leyva,1
2008_20,Golfo,9
2008_20,Sinaloa,1
2008_20,Zetas,10
2009_20,Familia,3
2009_20,Golfo,4
2009_20,Sinaloa,3
2009_20,Zetas,10
2010_20,Beltran_Leyva,2
2010_20,Beltran_Leyva_Family,1
2010_20,Familia,3
2010_20,Golfo,4
2010_20,Sinaloa,1
2010_20,Zetas,18
2000_21,Golfo,1
2001_21,Juarez,1
2001_21,Sinaloa,1
2002_21,Sinaloa,1
2002_21,Tijuana,1
2003_21,Tijuana,1
2004_21,Golfo,1
2004_21,Tijuana,1
2004_21,Zetas,3
2005_21,Beltran_Leyva,2
2005_21,Familia,1
2005_21,Golfo,3
2005_21,Zetas,2
2006_21,Beltran_Leyva,1
2006_21,Golfo,3
2006_21,Sinaloa,1
2006_21,Tijuana,3
2006_21,Zetas,2
2007_21,Beltran_Leyva,1
2007_21,Golfo,3
2007_21,Sinaloa,2
2007_21,Sinaloa_Family,1
2007_21,Tijuana,2
2007_21,Zetas,4
2007_21,Otros,1
2008_21,Beltran_Leyva,3
2008_21,Familia,4
2008_21,Golfo,12
2008_21,Juarez,1
2008_21,Sinaloa,2
2008_21,Tijuana,2
2008_21,Zetas,24
2008_21,Otros,1
2009_21,Beltran_Leyva,6
2009_21,Familia,6
2009_21,Golfo,17
2009_21,Juarez,2
2009_21,Sinaloa,1
2009_21,Zetas,26
2009_21,Otros,1
2010_21,Beltran_Leyva,11
2010_21,Beltran_Leyva_Family,1
2010_21,Familia,3
2010_21,Golfo,7
2010_21,Juarez,2
2010_21,Sinaloa,2
2010_21,Tijuana,1
2010_21,Zetas,21
2001_22,Tijuana,1
2002_22,Tijuana,1
2004_22,Sinaloa,1
2005_22,Sinaloa,1
2006_22,Sinaloa,1
2007_22,Beltran_Leyva,2
2007_22,Golfo,2
2008_22,Beltran_Leyva,2
2008_22,Golfo,1
2008_22,Zetas,1
2009_22,Beltran_Leyva,2
2009_22,Familia,1
2009_22,Golfo,1
2009_22,Sinaloa,1
2010_22,Beltran_Leyva,2
2010_22,Familia,1
2010_22,Golfo,1
2010_22,Sinaloa,2
2010_22,Zetas,3
2000_23,Golfo,1
2005_23,Golfo,1
2005_23,Juarez,1
2005_23,Zetas,1
2006_23,Golfo,3
2006_23,Zetas,3
2007_23,Beltran_Leyva,1
2007_23,Golfo,3
2007_23,Sinaloa,1
2007_23,Zetas,1
2007_23,Otros,1
2008_23,Familia,2
2008_23,Golfo,4
2008_23,Sinaloa,2
2008_23,Zetas,7
2009_23,Beltran_Leyva,3
2009_23,Familia,2
2009_23,Golfo,7
2009_23,Sinaloa,1
2009_23,Zetas,5
2009_23,Otros,1
2010_23,Beltran_Leyva,2
2010_23,Familia,3
2010_23,Golfo,4
2010_23,Sinaloa,3
2010_23,Zetas,5
2010_23,Otros,1
2001_24,Beltran_Leyva,1
2001_24,Tijuana,1
2003_24,Golfo,1
2005_24,Beltran_Leyva,1
2005_24,Familia,1
2005_24,Golfo,1
2006_24,Golfo,1
2006_24,Tijuana,1
2006_24,Zetas,2
2007_24,Familia,1
2007_24,Golfo,2
2007_24,Zetas,2
2008_24,Golfo,7
2008_24,Juarez,1
2008_24,Sinaloa_Family,1
2008_24,Zetas,2
2009_24,Familia,2
2009_24,Golfo,3
2009_24,Juarez,1
2009_24,Zetas,4
2010_24,Familia,3
2010_24,Golfo,5
2010_24,Sinaloa,1
2010_24,Sinaloa_Family,1
2010_24,Zetas,4
2000_25,Golfo,1
2000_25,Sinaloa,1
2001_25,Beltran_Leyva,2
2001_25,Golfo,1
2001_25,Sinaloa,1
2001_25,Tijuana,1
2001_25,Zetas,1
2002_25,Sinaloa,3
2002_25,Tijuana,1
2003_25,Beltran_Leyva,3
2003_25,Juarez,1
2003_25,Sinaloa,4
2003_25,Tijuana,3
2003_25,Zetas,2
2004_25,Beltran_Leyva,1
2004_25,Golfo,1
2004_25,Juarez,1
2004_25,Sinaloa,6
2004_25,Tijuana,1
2004_25,Zetas,3
2004_25,Otros,1
2005_25,Beltran_Leyva,3
2005_25,Juarez,2
2005_25,Sinaloa,12
2005_25,Tijuana,1
2005_25,Zetas,3
2005_25,Otros,1
2006_25,Beltran_Leyva,3
2006_25,Beltran_Leyva_Family,1
2006_25,Familia,2
2006_25,Golfo,3
2006_25,Sinaloa,7
2006_25,Tijuana,2
2006_25,Zetas,8
2006_25,Otros,2
2007_25,Beltran_Leyva,5
2007_25,Familia,1
2007_25,Golfo,5
2007_25,Juarez,1
2007_25,Sinaloa,13
2007_25,Tijuana,1
2007_25,Zetas,6
2007_25,Otros,1
2008_25,Beltran_Leyva,11
2008_25,Beltran_Leyva_Family,3
2008_25,Golfo,2
2008_25,Juarez,5
2008_25,Sinaloa,13
2008_25,Sinaloa_Family,2
2008_25,Tijuana,1
2008_25,Zetas,3
2008_25,Otros,2
2009_25,Beltran_Leyva,12
2009_25,Beltran_Leyva_Family,2
2009_25,Golfo,3
2009_25,Juarez,5
2009_25,Sinaloa,14
2009_25,Sinaloa_Family,3
2009_25,Tijuana,4
2009_25,Zetas,7
2009_25,Otros,3
